Description,Idx0,Idx1,Idx2,Idx3,Idx4,Idx5,Idx6,Idx7,Idx8,Idx9,Idx10,Idx11,Idx12,Idx13,Idx14,Idx15,Idx16,Idx17,Idx18,Idx19,Idx20,Idx21,Idx22,Idx23,Idx24,Idx25,Idx26,Idx27,Idx28,Idx29,Idx30,Idx31,Idx32,Idx33,Idx34,Idx35,Idx36,Idx37,Idx38,Idx39,Idx40,Idx41,Idx42,Idx43,Idx44,Idx45,Idx46,Idx47,Idx48,Idx49,Idx50,Idx51,Idx52,Idx53,Idx54,Idx55,Idx56,Idx57,Idx58,Idx59,Idx60,Idx61,Idx62,Idx63,Idx64,Idx65,Idx66,Idx67,Idx68,Idx69,Idx70,Idx71,Idx72,Idx73,Idx74,Idx75,Idx76,Idx77,Idx78,Idx79,Idx80,Idx81,Idx82,Idx83,Idx84,Idx85,Idx86,Idx87,Idx88,Idx89,Idx90,Idx91,Idx92,Idx93
"AA0405 [axon]",9031.631097959471,6642.011447163308,2845.5568401986507,1214.9366483756844,893.118637563753,49.09809811754985,17.412293989409136,3143.9730157305817,23.672599526928934,11.91176479485648,68.47394622141837,11.519995771808226,46.332041266075976,62.45954429033418,53.874166192742905,38.90826026834202,12.654826458685875,37.411907058121415,15.744742722004048,29.81004404313444,31.178624438586667,113.20526855605112,18.99967626368607,48.84366765206869,164.2652781060533,24.656208746771426,3197.1636274472185,30.112078762305373,14.609835444244254,16.62164529189431,14.655119109416773,57.53898276799873,24.713818868614,14.201874148617208,39.61632897095569,18.942629887431394,11.920363858368091,23.269014409017473,51.05228511108362,160.97327026081848,23.587851195452913,15.588275589643217,18.46080687587437,112.374069390989,75.87450418046137,54.032913137421474,76.2246022927975,21.282921276612797,47.28664306640485,64.21259393105811,25.398086398087344,31.990967156682018,48.16383861310442,1920.4533315717763,50.527824213896565,75.59080624123044,26.754075264971107,44.4973917992952,112.81633398519989,43.76268847922029,13.167527650167358,72.1610800560752,43.55971370529369,26.55406252327066,31.19092931510886,32.5653971988022,14.070749302413788,107.59653621464759,75.21901164423934,33.12652875932508,52.32516269409234,45.79078943980221,14.558770827008175,25.133171000098628,32.76805222686471,34.33281500971498,22.958051244359922,23.915599635903163,4820.6576371419615,59.04422078038397,19.161105790987676,91.27522649797811,12.110383251572785,14.751642233062285,56.45341859203927,16.64005666375533,40.64066882278712,18.82390229326211,25.341955857461016,272.0090296518356,13.769562568790207,26.639941453557185,12.689136168166442,14.340320237267406
"AA0610 [axon]",3943.5254534736805,1033.124113099313,1374.0046722772456,1054.7847568710297,575.9925598510729,1764.177472725549,808.7609441010279,64.97058505813288,173.88722235867908,1021.2480206257851,12.146003278375247,1165.2013045812869,77.60894447666806,77.05329881159923,153.51083090134443,87.30295849775075,255.40308557893286,144.71878522094994,165.83182804480498,12.27667977134547,28.13727893412124,90.06245994616029,119.03745501204503,7.849511349783825,18.168534073831097,34.50039609819555,107.9976759799822,83.92405738828847,24.191609795335125,36.86701084649485,31.250950925369125,14.029186367916736,14.925658405846434,19.303643985193958,122.00121229639603,18.758259064700496,179.52882260570914,8.337722119003502,4.402482638930678,169.61097471109338,106.24546649952867,18.337531802770854,40.70657454712659,91.58954540571972,203.33928698991917,83.36256732748029,70.70636779666029,82.74469185704243,26.94503207517664,19.80377018856484,45.072157136001806,72.08887244840344,41.41057175109563,40.04835797219357,132.42854041918622,22.621906746435798,19.99817363076818,7.263263802760775,21.594176900621505,30.877545921544424,149.17547746064338,38.62547315903862,30.88922557211231,29.55891963437989,61.297835875008104,14.294925286606485,7.557438758009766,23.49412758640551,33.680011028764056,9.716591909109866,16.032253553187047,87.437029123216,30.314020954438547,125.62946503120043,52.76765770566158,6.780730382295815,60.137244129094825,27.263648221376116,31.64607040656165,23.485521591400584,18.46980184224799,35.253598751558,44.86996369972053,4.800072623713049,29.189652782974008,20.530634163716968,35.5685776589587,41.135875923668436,8.096857016545982,993.671051603335,248.82323720580757,17.28963172692329,9.198739836818504,16.687003827096305
"AA0174 [axon]",8381.964029403454,3571.549824537992,1161.1963824035197,8.297121695276985,4636.400423081142,619.6217320619348,56.807141486756336,19.77642279554425,6.3425170817769185,699.450656758391,230.71502520626348,155.2310025091823,56.91910910479487,19.045777706369904,47.99592208328443,70.28423603397937,16.8537283548402,70.34310005966177,28.573289934357376,35.8704011814325,9.799445653565044,22.720038354677854,34.10617525032899,31.64929728688594,9.168780799158867,34.7392541836864,32.16509153183188,16.712619701966105,11.149313274282463,15.283210666800528,7.714815369009102,16.381006658123056,3629.3837267680524,12.354552717156366,23.140873602194915,84.00742167999215,66.8208917370689,42.586152586369735,1299.946579537566,71.04894485758427,132.92015338985289,3548.503870599001,30.18474630110154,36.89716109942242,47.27613335650608,1920.6280269779281,27.75059624362825,19.634997462595493,27.43218524224858,14.29397969897309,28.109689358293963,21.672931392683722,106.18169061897356,73.08128038694667,51.863142665941496,17.203130634685976,30.646739100013747,20.86242223586487,148.6413815484416,37.47355839536044,43.28532974414293,102.53846501805947,26.284594642417233,70.78682260215032,98.94137367381768,21.478218065947203,63.870703375954236,476.0334199664219,51.565962410908924,68.69110653771895,161.95934410889004,40.614688621842106,55.34187366878541,29.585770056013644,13.204337353246046,53.11180326420572,258.1123804529143,17.05028086900211,32.10763370929453,26.097212717068032,17.673345844468713,17.61194897028963,32.03353303192216,1873.6330934667767,16.381596484817237,3647.204047793586,2880.080930150486,44.060258082269684,3434.5631234237617,29.216851094488447,2422.3789898328932,4269.911980901504,109.22746327880941,41.32127646410572
"AA0175 [axon]",15298.819932352082,4766.293373470836,6975.792670740879,14.158807459857371,229.4642963853628,1957.6706750703152,3516.4229490625476,17.705633608900825,986.3495917357463,22.982443865038476,1375.2943688287435,2572.8931383908725,28.21155752247978,17.7843717178348,22.83042889063381,1149.5739977095764,364.30710083908366,35.14415884270693,24.427666477402227,33.98962827756668,79.30392517643122,30.877632303730252,33.820245939675715,193.69283870949903,38.01392035377194,40.02839051370347,4656.088839793261,49.57004670814217,85.22670080171292,296.6757020728519,34.71161853766671,32.07930235252525,59.20997914506597,346.04850604975854,2637.9855614160965,23.51447665343585,73.63049432098933,50.11471873666005,29.39325765006015,1550.5384711304605,1562.2757734029374,24.07415363494283,45.58580269486902,11.562077308798962,23.891896784170058,16.872931001646975,47.739991049656965,12.150444564942518,35.632603208945056,38.38461140697973,268.0923522674875,5513.333597316482,15.601939344850962,28.27933211563868,31.379331623023063,8.329554220948012,466.3046901344064,379.7841867638481,1880.2250434714229,17.979423790700366,28.7661005013033,56.95277807133971,31.000514138440394,47.065442399440144,56.05996745935454,29.456538174087655,6.688317642826405,69.10102582055606,32.4882022810134,9.086214861702956,9.010437327349791,29.524246630728157,23.75575802001549,65.94415485324225,229.04474111692934,24.371009960712854,2681.1250897032296,59.86435746875759,368.28533826718785,14.210581466811163,250.26265845138278,44.48895577636404,1489.7914378863793,36.7669746351944,20.408574983475773,24.016018436275772,229.3420816552557,29.74244436231129,26.266770969731624,9.73241607963746,863.6876543391722,43.902711489598005,48.87173721449699,800.3194316733038
"AA0808 [axon]",10329.291858011356,4358.936345707405,5014.129123904042,582.5700915950672,303.3831134523647,356.2046667199337,480.8862893304755,22.786711306744394,21.431196577669823,33.76272305936834,18.021059275527023,40.021415908764766,18.383569425380642,248.32776676046512,1098.3582042835774,698.4410083263735,17.300572401722775,22.37406558412033,438.8360688545853,19.64953282288593,77.81508010203652,151.23023313702413,4291.809942750283,34.544113844068306,38.92837419373632,17.02447299380958,24.171073361718754,30.366140065054537,20.51440503524998,30.72540002436631,10.366963729999384,704.391512903032,53.86155951652461,25.952844007671615,94.83835218084812,29.404091145770167,30.617682101165883,11.091284570225525,23.673388050668336,22.750592148505348,23.451902250687226,697.2943786234141,23.22322365955506,7.348103329165951,55.6439648529406,11.81335090082348,6644.591406075848,21.68207924826811,12.551728761070535,16.503757303382372,13.665406705005353,1198.050746018523,15.642917990454862,28.17055641369643,9.133445223586023,19.94906610695898,40.9198376037607,16.091447054667242,29.280915134518636,44.73006831803741,422.1148580062486,12.708438139376085,5750.4077439096345,52.514925323378066,36.074696831364236,15.302174238130647,58.238522709300014,25.864312599258938,57.59036606274367,45.56172516667266,34.868967507851266,28.68847772917161,20.432221568494242,131.93426426998212,41.371074836664775,19.274427816233583,27.908515124522637,8.857713747473099,91.97047744087195,11.311271257102817,30.17092019231677,18.558345447998363,34.18287217546913,34.765860964943386,326.15401515451595,2558.350204148427,86.01414854377981,150.51878195025893,152.79672340436537,41.158425476185585,271.74380914840367,17.987960900143662,24.866413967733934,45.89014995819707
"AA0389 [axon]",18294.636686592097,13461.16489153157,12818.37956811337,9615.428503771345,11104.006662700815,5985.310452752321,99.2603194888743,3068.0090380424344,42.28167666583704,2957.4380115747736,69.4538395811951,16.34758873447936,6195.996926379816,38.07878426198113,4087.917607190384,60.226435992000916,67.95620816655446,3162.1172353960847,1295.5094687544688,16.367781802633544,30.649249888370832,36.68095846835877,38.42821303467099,62.41250384133218,573.0554103880668,3181.632568014712,521.2190549979232,36.03584154401506,2005.6741491207667,2367.5302922108895,79.82595952654992,24.493906886071272,347.9627248896759,48.45704110911447,43.54871155662295,4201.00592284278,24.597007708187448,1161.849970855249,1133.6081488877917,5380.087989067382,38.38941331647675,451.113580003278,21.55592602424258,148.18323817822056,90.37578467538151,62.68828061092245,260.4819156770809,82.01859238375982,2002.3659994955897,58.67722343753576,213.11590099520163,614.9673612832321,2156.3589702756,252.78336302025764,13.244725070230743,1359.4439322726248,2756.5469964826298,2200.5159510616286,28.910278634266433,42.27111018543292,128.34477444528966,1705.3435969853454,2723.960439177041,69.38742641195131,46.8373972736008,7.3588670805584115,56.38193960181161,27.85077501156411,31.739835155232868,113.6792293010476,21.067354615566728,76.31659922848849,26.553920126392768,1588.0770849668406,311.71628203285945,18.071900866445503,1918.1301885137473,81.77435252740543,55.49681226607572,21.84727930428562,479.71691216357067,676.1149632890156,1223.5361374245767,781.3943241413726,88.58554085229116,14.154065066333715,5901.971297161941,654.5222904822767,149.31544772828056,2973.5262986825837,17.38985407326254,127.24105642681025,34.652672117354086,49.58247152676631
"AA0768 [axon]",9250.208500072755,1942.4328774425967,520.7262779451113,783.6460114885464,3719.5718460115495,1806.9456190070196,1449.6214487888208,47.31891027068161,36.351377501660124,544.1476704248967,3153.6629389865943,8.444978691983295,957.2848131840964,1216.0062209193288,10.327959641348116,8128.8720394278735,28.575287667327473,346.34241483189203,148.40396548129212,24.25694414204122,28.574487639557503,2453.2474989409984,6.092805474979343,10.029495528950008,19.141739102789302,6788.437360452309,18.08349835340198,12.398565434115426,19.110070614755045,45.6319633231833,21.006033623842313,32.26836177215819,21.086259230181895,43.96032632140941,19.045172846030937,24.483807902261788,512.7577008779431,294.595207778106,13.14718505700148,16.46596634000366,18.021586524796703,21.020844702492923,19.507571201607107,13.618062440343465,109.75139463181836,40.402389980796215,66.58309525384584,9.88798491395005,8.33014234784514,6915.963640171435,749.7713535169994,5.981096267520115,6.031300428118357,34.599401067626104,39.40353489196673,17.542338931798668,23.61829611594885,19.46348092334756,10.071456580927588,1018.4685680413561,12.160240153655877,69.81451894360498,18.240133874113553,40.77577027510233,13.800371166646755,30.510375729452562,152.36572680179552,8.873578080374273,16.4751029333504,15.457054784570573,30.94310251793604,9.199437147996832,26.711192005360544,15.123296223168381,7.9950894503251675,10.582612615014796,22.828459041037604,21.693467449290893,14.866925666367479,62.367841131406976,76.90198279870106,51.26227855734828,49.50380093326453,23.75277725247429,28.49076425694534,31.144708068800355,77.43734461066674,70.89368466078099,15.810703209836902,7.469345428361748,11.64433056010671,20.43223206904645,2.856695271511626,8.728443267519651
"AA0488 [axon]",10472.740555000806,4166.833756770637,4300.448266873536,2033.372436212496,1835.7109573167575,75.59887916841444,1329.4798645529354,33.0002117429143,270.6887832586094,1395.5210903179222,27.4475830879245,179.99118532672992,3834.620751246533,2198.2540438197593,32.95615374832232,331.3038794915151,1285.4254508827985,40.88120676821404,13.51196223859688,132.8429013588502,273.32013714451955,386.17365476689315,55.53402635007001,2515.440431447484,27.269225932740937,10.123233370298294,17.97204737707034,2031.4770049773774,30.956649086245307,38.90323032105243,13.462361027000952,1609.2748348094992,1580.2589409295997,425.26602449211896,79.74511100180462,11.245446285446633,15.819298255667036,903.8338840029746,26.545105290390893,697.8511506327973,22.346497417611772,19.3003987311331,28.97349321866841,17.57618114822162,101.02477169800204,31.96803400173485,30.36423004549033,50.45760802350151,81.02613710504374,20.967347999825506,110.65414498451992,35.82052151105745,18.396780964501886,41.03362940533498,523.9534226262795,48.17171265856905,19.151566749896574,78.19691720440642,21.912794347916133,21.142474567309364,13.382192127777671,15.025406985195332,362.8947984950919,139.5017994013033,20.66552495551059,45.4808214581999,19.692744153247077,58.58658428738636,1032.594067821904,114.93853613694228,98.01147204856261,2817.254483855215,422.1441658531412,1238.189397544882,10.765485914279452,619.5588668246828,74.65050985297421,1262.544773443331,15.282196323460084,113.73818109269814,13.423586480856102,194.4159809391076,13.243795130500075,80.52328546618082,68.09927460719518,1129.4471496188726,29.71486393233863,25.631649059218034,246.37046701018517,19.003757968701393,103.77013003403226,67.35982627006706,10.22986829527872,73.86153321633537
"AA0330 [axon]",13247.241143315843,1537.0874254236198,34.34096495952144,26.40641346803841,32.838096275548196,7121.009981171461,5671.054476120377,696.7832010610109,4859.634189697119,4212.169534414405,1145.1709071856403,2529.059970713626,17.037892147283856,39.15083143244465,4015.1333240865433,252.99385590025213,3372.2711749289656,14.681400550147373,1591.5969842088125,2507.158754333619,44.22071601873358,3989.4832159988664,2596.4438592356964,32.97656694790476,3306.5357934884414,63.18992368640647,353.899236291325,612.6913125613937,12.826266028690952,1173.4551893819407,341.1358013915469,48.71290617460909,10.826844393106512,1754.0941165866816,17.81393510081398,1264.4098872769528,15.688482519921308,2390.3357109206136,172.91050887441997,671.8172464526106,28.110783614194588,1977.25694289466,82.77765524332699,27.61038547519638,149.05759425545602,42.41919761229201,846.8992101093017,1377.9404615010017,54.0345301711277,1576.2899290466903,1205.8800231612959,1054.1167853740135,649.0738054027661,903.8794759528273,14.202825699951973,1211.5455785910626,450.8313817792923,114.99228419720384,51.81689601184007,147.02498008328257,338.56175406325565,58.61608596427686,50.961798140458995,270.6828282932229,129.13874334204775,188.17780976887843,634.7698073392567,17.322963044622156,88.82104557492494,738.8482301395761,54.71977720836185,298.6964931818911,56.3350629638353,389.03219529056514,26.716171500203927,447.04329093399974,206.90940486456566,14.200728065688963,19.99364465277904,40.7830422778552,15.59214051840354,48.426128309203705,396.18193705600606,600.504279317598,71.16207227307314,17.209821417904095,11.784066443011397,178.15176481985873,43.29635492777379,107.57948075054992,15.72465090065998,57.85304505460408,776.931544094854,130.43558093377942
"AA0443 [axon]",11498.915688148687,5314.3555932249055,548.7105420281457,308.62211593296166,1843.858662303309,2574.765989638462,33.94307355745423,2017.5943355460295,73.41303714323783,13.110920105770447,7.073872045688972,686.2015363218215,93.38281218901238,28.219553796566288,16.904224154540316,4.209942999989835,5.617035206129231,26.36338553866949,10.518013371926372,29.551701936771224,2796.4768705035312,32.85830639570804,467.4374833662173,26.286368575784763,62.98730502051308,24.636450442662863,13.628475382109173,18.726048631778212,1454.0473200454232,30.813402047601357,2644.4910588454377,10.677104883384345,5360.43444030586,13.531316910301712,90.9364860980836,338.6011933263587,22.80300933821536,13.21904497371861,13.481985043447366,52.400320117700176,213.83179396855485,19.43351477837541,5.014992533003351,73.4517621125583,11.106011879605376,17.721954317635664,4.505338694342754,18.936403307909586,34.91550428593018,8.686850469971432,13.505417156467502,46.416513578985814,98.1199912556799,21.9432040773072,48.93234583345793,23.762938397243033,49.29033888039976,694.974294251927,22.637979913447452,31.413825129677207,69.63561089727682,24.613502462464567,37.56089419509317,37.03880088154665,28.06080455989604,10.098272901882865,7.495380490885964,40.78552486790613,22.600430177035378,8.544102138730068,9.269468955095817,18.960711923630242,16.371957996004312,36.50004034218409,22.837918305776384,39.42068757149764,23.774098938304633,20.04403266360805,26.918518921787836,57.97057249755835,890.1949807663423,22.065208568752496,7.9268675423722925,23.32892404800623,11.303012216189018,15.230140221870897,35.64776323753358,18.82774238234606,11.327934144824667,13.519267241576927,11.029574452573797,6.283064956189719,20.2476136387495,4.628349367316332
"AA0178 [axon]",4506.492374648981,46.442007417156105,3113.6544448025734,30.648356276935374,2515.1704902294405,49.8759726969588,35.472405775430616,25.54505847868677,1017.72921994632,11.24344438062053,26.225835226393883,107.47769644346909,140.01642732801793,46.62316578705213,35.0968067272529,18.181896093470186,644.8176926288738,72.8148731943379,804.7902019460066,582.6030557228446,281.48723766215335,263.4446509959903,67.67232117843105,153.34522087977666,162.87810372936065,281.2233568015549,367.74459687552735,345.98058163842506,22.680820905318342,86.3129211339342,190.98090377595827,115.1792427791247,191.41724494321625,65.44425763671916,99.9146322903598,79.67616331940144,574.6150521401919,135.54062219607522,47.11495175242362,2062.584871777383,80.74433916317275,21.522249168634062,8.535880851898128,228.40919685839935,566.8745097665605,58.200463169059276,29.77377286638375,97.67146186365426,31.421506160212175,88.63582286640258,23.16642534547009,339.471201848542,30.82741544781902,77.250383529607,175.80907223036274,267.13796234657,147.24370775983198,95.37359514143918,79.809413910285,127.66099075119337,22.486633481614717,104.3992895533379,19.090103489300418,317.59974332080765,39.152578298174376,528.3955995904821,36.92145592804309,39.351563766314484,97.71362005283117,239.53989444616855,17.259647733179463,152.01247842583325,56.867050806209136,1797.5747599430965,19.17652168708628,87.21207474194307,88.61480534056636,104.35953603229791,37.014219300474,91.93842414874189,20.836877323741646,146.0108710636987,18.945113842998126,246.22570292737873,41.290404758964996,203.52747566673133,338.7466937055715,135.38401459415763,397.1238591750498,269.99786507020735,55.42838989691654,19.329692989252635,149.58611615764084,178.71768424318316
"AA0266 [axon]",4796.9925653632945,1771.3725283633798,173.00313441444678,59.50682721975795,35.30810388450982,1586.0045111689924,82.4710479363332,83.3681046352076,14.420879431371077,10.895464947339178,19.092537305958558,48.444448747562774,18.702233743051693,1139.2011174240438,18.785996401706598,62.338221732475404,26.375655016518976,33.410504486098034,39.012721317305704,9.404927976715726,817.5595938944903,67.32317335363632,9.333545215917866,49.88687154573245,27.827391986892962,1084.0512358425544,45.05595187580957,137.1359338797397,80.94313789585249,74.09483607160564,12.865727813189551,170.2883798715543,18.240249796832813,47.77031495182746,146.1219670840792,765.0963011294666,77.04796886719714,43.04041759837537,21.471802666239,18.446859765686895,72.45692850561227,45.139528075981616,54.755662240243964,294.5309284338414,485.82262987711465,34.96080940920547,12.902731425056118,56.5007289841451,8.205527779619388,8.038079473176367,28.796621856970432,26.978689476677573,891.04054961053,10.33397532390427,963.5388975895285,338.41076136307083,589.2550520355317,139.7233885993428,55.150691770225876,13.96942531047489,28.620495485999527,9.853694519405963,22.373401121483766,64.63264826429258,44.129736376905385,43.46057829619849,24.244040633837358,27.77626375681257,41.956057633934506,255.90973849550664,53.92445857815301,250.9434364984695,41.33045118265909,11.180651654385656,43.6519703988879,50.8881753104024,8.422059979332971,16.58110092908464,316.1352026794725,25.18635123735885,22.13584937327687,202.43491401526308,159.51651173344953,322.7954519692298,20.116676559888674,29.391079543093383,16.406475775828767,154.588095077474,73.94708661883124,24.857768864113496,26.86382275135884,17.54708502438052,149.51242089248808,11.218373543794314
"AA0177 [axon]",11090.267766048199,7654.225295277035,7360.332359871243,2484.2258293139885,7.192617094068282,3320.453484746149,2113.3710542547497,60.159174403116594,2705.117892185377,28.9669240475514,40.33266287237893,31.823275497805298,2025.167128945238,11.655253458752668,112.218344654887,832.0093978824789,1550.278662052502,17.066736273709466,117.21910571233911,80.95872295510071,46.46339509464997,31.359874099533954,19.872684875427694,69.06505260394897,7.025928342742191,95.0120820581933,57.629531633700026,108.3835603397547,48.09941436805184,78.34957291677802,64.2922788456026,27.374268072442646,24.558621684084756,13.199804039802984,60.34556735359365,34.02381983410851,40.26874516791304,287.66600279153045,427.7389343928626,13.919900330855853,1626.607013338662,105.23189772617116,192.4875247998989,51.46937205850372,463.36734737032384,47.2111969574471,42.12134904096274,435.625533991235,55.981674863191074,35.00441676575065,276.8119398962299,35.940199980756006,27.580491294947933,64.41118986154834,8.138858043588698,250.16513155915527,27.16889215381525,606.4618712900356,146.68516225075473,22.85096357191469,26.70553391532303,2344.2860226428784,57.40671912219841,21.563479933174676,1728.9944493967487,703.6281405906393,49.1546639903554,22.996343885322858,37.817348873893934,45.060963703219386,49.81670775259954,18.88121889139984,93.06018350289196,33.45831846254441,22.85544785849197,75.19060220978281,22.301577955866378,33.86875815420717,32.44392521961345,106.63853256534094,170.02400701930856,754.3510504343994,8.941612629449082,75.41939300103877,593.0664873781643,17.975220816744695,20.667999268982385,18.978699769428204,29.54425605369761,103.75925671053119,136.87759619484314,55.24369119729272,32.72016691836507,24.91780046519125
